1349197200 3
1349197260 2
1349197320 7
1349197380 7
1349197440 1
1349197500 1
1349197560 1
1349197620 14
1349197680 1
1349197740 3
1349197800 3
1349197860 4
1349197980 5
1349198100 2
1349198160 2
1349198220 5
1349198280 1
1349198340 5
1349198400 2
1349198460 4
1349198520 14
1349198580 1
1349198640 6
1349198700 2
1349198760 4
1349198880 5
1349198940 1
1349199000 5
1349199060 3
1349199120 1
1349199180 2
1349199240 5
1349199300 4
1349199360 2
1349199420 6
1349199480 6
1349199540 8
1349199600 2
1349199660 4
1349199720 1
1349199780 7
1349199960 2
1349200020 1
1349200080 7
1349200140 3
1349200200 3
1349200260 1
1349200320 1
1349200440 2
1349200500 1
1349200680 3
1349200740 5
1349200800 3
1349201040 1
1349201100 3
1349201220 4
1349201280 2
1349201400 2
1349201460 1
1349201580 1
1349201640 1
1349201760 2
1349202060 2
1349202120 54
1349202180 230
1349202240 268
1349202300 276
1349202360 260
1349202420 264
1349202480 326
1349202540 301
1349202600 281
1349202660 367
1349202720 337
1349202780 357
1349202840 353
1349202900 325
1349202960 333
1349203020 332
1349203080 331
1349203140 319
1349203200 355
1349203260 289
1349203320 333
1349203380 332
1349203440 333
1349203500 141
1349203800 1
1349203920 2
1349204040 4
1349204100 2
1349204400 2
1349204520 2
1349205720 1
1349206140 1
1349206260 1
1349329560 1
1349207280 3
1349208300 1
1349301600 1
1349209380 134
1349301660 1
1349210580 1
1349210880 1
1349457180 1
1349212320 1
1349336040 1
1349459880 1
1349092140 6
1349216040 1
1349093280 1
1349216220 1
1349462520 1
1349217060 1
1349097000 1
1349342820 1
1349097720 1
1349343780 10
1349343840 1
1349344980 1
1349099520 2
1349222940 1
1349223000 4
1349223780 2
1349101380 1
1349224800 2
1349102280 1
1349102340 1
1349348340 1
1349348760 1
1349103240 1
1349349540 1
1349104500 1
1349227500 1
1349104680 1
1349350560 1
1349351160 1
1349228340 1
1349228460 1
1349468760 1
1349352480 1
1349229840 4
1349229900 106
1349229960 56
1349353380 2
1349230920 1
1349354100 1
1349108580 2
1349108700 1
1349231880 1
1349355060 6
1349355180 2
1349355240 2
1349355300 9
1349355360 8
1349355420 2
1349355480 2
1349355540 2
1349355600 5
1349355660 2
1349355720 7
1349355780 7
1349355900 2
1349355960 1
1349110680 1
1349531040 2
1349357280 1
1349367240 1
1349439360 1
1349306040 1
1349113140 17
1349113440 1
1349114160 3
1349114880 3
1349114940 2
1349115960 1
1349116260 1
1349362140 1
1349362260 1
1349116680 1
1349116860 1
1349117040 2
1349117100 1
1349117280 1
1349117400 1
1349117520 2
1349363520 1
1349363820 1
1349486820 1
1349118720 1
1349364900 1
1349119320 1
1349366280 1
1349366640 1
1349121120 1
1349367000 1
1349367180 1
1349121480 1
1349123580 1
1349123820 1
1349123880 1
1349125500 1
1349126160 2
1349126220 1
1349126280 1
1349126340 1
1349419380 1
1349127000 1
1349127060 1
1349127120 3
1349127600 1
1349128080 3
1349128200 1
1349128260 1
1349128740 1
1349308920 1
1349621940 1
1349439960 2
1349308980 1
1349309040 1
1349131320 1
1349131500 2
1349254980 1
1349132160 1
1349255100 1
1349350260 1
1349133120 1
1349133240 1
1349133660 1
1349257140 1
1349135880 1
1349136240 1
1349261160 1
1349351220 1
1349262000 1
1349263140 1
1349263500 1
1349263920 1
1349264040 1
1349264520 1
1349350440 1
1349291040 1
1349269020 1
1349269800 1
1349270700 1
1349271060 1
1349275260 1
1349275320 1
1349152920 2
1349275980 1
1349276700 1
1349276820 2
1349277780 2
1349278560 2
1349278620 1
1349401620 1
1349279340 1
1349279460 1
1349279700 1
1349279940 1
1349280000 1
1349402940 1
1349280180 1
1349280900 3
1349281200 1
1349281380 2
1349281920 2
1349283660 1
1349314020 1
1349406900 1
1349314080 17
1349314140 1
1349285100 1
1349530980 2
1349285280 1
1349314320 2
1349286300 1
1349286900 1
1349287200 1
1349287440 1
1349288340 21
1349288400 1
1349314920 1
1349168160 1
1349169060 1
1349538180 4
1349538240 121
1349538300 74
1349170140 1
1349171160 1
1349171400 1
1349294460 1
1349315880 1
1349172480 1
1349172660 4
1349172780 2
1349172900 1
1349173020 1
1349173140 4
1349173200 1
1349173260 3
1349173320 1
1349173380 2
1349173500 3
1349173560 5
1349173620 5
1349173680 3
1349173860 1
1349173920 2
1349173980 3
1349174040 1
1349174100 1
1349174160 1
1349174220 3
1349174280 1
1349174340 3
1349174460 1
1349174520 1
1349174580 1
1349174760 2
1349174820 2
1349175000 1
1349175060 2
1349175120 2
1349175180 1
1349175240 8
1349175360 2
1349175420 2
1349175480 4
1349175660 1
1349175780 1
1349175900 3
1349175960 2
1349176020 2
1349176080 1
1349176140 2
1349176260 1
1349176320 5
1349176380 2
1349299320 1
1349176620 1
1349176740 2
1349176860 2
1349176980 1
1349177040 2
1349177340 1
1349177400 1
1349177580 1
1349177760 1
1349177820 1
1349178060 2
1349178120 1
1349178180 2
1349178240 3
1349178480 2
1349178540 2
1349178600 1
1349178660 1
1349178720 1
1349178780 2
1349178840 2
1349178960 3
1349301900 1
1349301960 1
1349179200 1
1349179260 3
1349179380 2
1349179500 1
1349179560 1
1349179680 2
1349179860 1
1349179920 1
1349180040 2
1349180100 2
1349180160 2
1349180280 2
1349180400 4
1349180520 4
1349180580 1
1349180700 1
1349180820 1
1349180880 1
1349181000 2
1349181120 1
1349181180 1
1349181240 1
1349181300 1
1349181480 3
1349181540 1
1349181720 6
1349181840 1
1349182020 1
1349182140 1
1349182200 2
1349182260 1
1349182320 1
1349182380 1
1349182440 2
1349182500 1
1349182560 2
1349182680 2
1349182800 3
1349182920 1
1349182980 1
1349183040 5
1349183160 8
1349183220 3
1349183340 1
1349183520 1
1349183580 2
1349358780 1
1349183760 3
1349183820 1
1349184000 1
1349184060 2
1349184120 2
1349184240 1
1349184300 1
1349184420 2
1349184480 2
1349184540 1
1349184720 1
1349184840 1
1349184900 1
1349184960 1
1349185080 3
1349185200 1
1349185260 1
1349185320 1
1349185500 9
1349185560 1
1349185620 4
1349185680 7
1349185740 1
1349185800 3
1349186040 3
1349186100 1
1349186160 1
1349186280 1
1349186520 1
1349186580 3
1349186700 1
1349186760 1
1349186880 1
1349187000 1
1349187060 1
1349187420 1
1349187480 2
1349187900 1
1349187960 2
1349188020 2
1349188080 2
1349188200 1
1349188320 3
1349188380 3
1349188440 1
1349188560 2
1349188680 2
1349188740 5
1349188980 2
1349189100 1
1349189220 3
1349189280 2
1349189340 1
1349189400 1
1349189580 3
1349189640 1
1349189700 2
1349189760 2
1349189880 1
1349190000 1
1349190240 1
1349190360 1
1349190420 3
1349190480 4
1349190540 1
1349190600 4
1349190840 3
1349190900 5
1349191020 5
1349191140 5
1349191200 8
1349191260 8
1349191320 3
1349191440 4
1349191500 1
1349191560 2
1349191620 6
1349191680 13
1349191740 3
1349191800 6
1349191920 7
1349191980 3
1349192040 1
1349192160 5
1349192220 1
1349192280 4
1349192340 6
1349192400 56
1349192460 23
1349192520 40
1349192580 80
1349192640 43
1349192700 115
1349192760 17
